target_year,sex,target_group,mae,rmse,bias
2024,Female,FINALS,0.08249249776204337,0.09392233592696779,-0.027678451538085607
2024,Female,HEATS,0.3730864095687869,0.40819961023813833,-0.3730864095687869
2024,Female,SEMIFINALS,0.12691083908081113,0.17174678720086778,0.12691083908081113
2024,Male,FINALS,0.10742624918619725,0.12128338044755456,0.08730590820312518
2024,Male,HEATS,0.1393854856491088,0.14613225109981065,0.1393854856491088
2024,Male,SEMIFINALS,0.09992503166198752,0.10202607162855168,0.09992503166198752
