scope,MAE_Heats16,RMSE_Heats16,Bias_Heats16,MAE_Semifinals8,RMSE_Semifinals8,Bias_Semifinals8,MAE_Finals3,RMSE_Finals3,Bias_Finals3,MAE_All27,RMSE_All27,Bias_All27
Female,0.3730864095687858,0.4081996102381371,-0.3730864095687858,0.12691083908081113,0.17174678720086736,0.12691083908081113,0.08249249776204337,0.09392233592696779,-0.027678451538085607,0.2678572873715997,0.32933550582085785,-0.18656041463216078
Male,0.13938548564910946,0.14613225109981134,0.13938548564910946,0.09992503166198796,0.10202607162855208,0.09992503166198796,0.10742624918619843,0.12128338044755614,0.08730590820312638,0.12414247300889816,0.13180761603887192,0.1219068795663346
Combined,0.25623594760894763,0.3065791550399875,-0.11685046195983817,0.11341793537139955,0.14125558078492767,0.11341793537139955,0.09495937347412091,0.10846903603970312,0.029813728332520384,0.19599988019024894,0.250833732819303,-0.03232676753291308
