epoch,train_loss,validation_loss
187,0.04784775794749813,0.04966122657060623
188,0.048737634904682636,0.045878561213612556
189,0.04768580783690725,0.047279709950089455
190,0.044998427553634555,0.05510871857404709
191,0.045907995597060235,0.04945402592420578
192,0.04601448747728552,0.043137107975780964
193,0.04633764011253204,0.04935048520565033
194,0.04331111801522119,0.04705963842570782
195,0.041353585930275064,0.050344912335276604
196,0.04728379845619202,0.05113992653787136
197,0.047986645850219896,0.04616170562803745
198,0.0472353151999414,0.046796513721346855
199,0.046196844428777695,0.04834039695560932
200,0.04798744758591056,0.053174981847405434
201,0.04532465844282082,0.04812549985945225
202,0.048111892504883666,0.045166986994445324
203,0.04501186005238976,0.04751336947083473
204,0.04290731557245765,0.05940365605056286
205,0.04516777436115912,0.04765534587204456
206,0.04417595543366458,0.04640770796686411
207,0.04467355466580817,0.05382728390395641
208,0.045244319297905476,0.051033101975917816
209,0.04585476678663066,0.04898384027183056
210,0.04250093722449882,0.04817621689289808
211,0.04129389786560621,0.044476001523435116
212,0.04452462717225509,0.04587793070822954
213,0.044921568960749676,0.04343846905976534
214,0.048316468218607564,0.08152158185839653
215,0.047109655503715785,0.0571605060249567
216,0.050218084028788974,0.04532237444072962
217,0.048185436986386776,0.048757852986454964
218,0.04449094286454575,0.049322825856506824
219,0.04693711608914392,0.05023288168013096
220,0.04230743004674358,0.056677866727113724
221,0.0442746644174414,0.04697565548121929
222,0.04504867782816291,0.04973287507891655
223,0.04242985269853047,0.04599077254533768
224,0.04609309153498283,0.04739105887711048
225,0.04241089955238359,0.04554360173642635
226,0.041957602104438205,0.047599662095308304
227,0.040631536095003994,0.04739399254322052
228,0.038565094848828654,0.04578242637217045
229,0.048811299726367,0.05382722616195679
230,0.046444595724876435,0.05255809985101223
231,0.04111308318429759,0.052646251395344734
232,0.041286026526774676,0.046234299428761005
