target_year,sex,target_group,mae,rmse,bias
2024,Female,FINALS,0.09000000000000104,0.09574271077563505,-0.00333333333333267
2024,Female,HEATS,0.12562499999999988,0.1382253594677905,0.08437499999999964
2024,Female,SEMIFINALS,0.14875000000000105,0.17381743295768792,0.08875000000000055
2024,Male,FINALS,0.16000000000000014,0.19096247449870027,0.033333333333332625
2024,Male,HEATS,0.08250000000000002,0.09420721840708367,0.08250000000000002
2024,Male,SEMIFINALS,0.11124999999999963,0.12067518386147183,0.07874999999999988
