target_year,sex,target_group,mae,rmse,bias
2024,Female,FINALS,0.4527807617187503,0.47991075552908424,0.4527807617187503
2024,Female,HEATS,0.5580458211898807,0.652675990362055,-0.5580458211898807
2024,Female,SEMIFINALS,0.2837511634826666,0.33920045483700195,0.2837511634826666
2024,Male,FINALS,0.2961841074625653,0.31600177609409685,0.2961841074625653
2024,Male,HEATS,0.46596298217773446,0.5138218322863161,-0.46596298217773446
2024,Male,SEMIFINALS,0.13510488510131857,0.154854169260933,0.13510488510131857
